cell_id,pred_phase,pred_age
cell_4414,G1,48.21066667
cell_4415,S,430.6917333
cell_4416,G1,110.6096
cell_4418,S,600.0373333
cell_4420,G1,68.81866667
cell_4422,G1,166.1125333
cell_4423,S,440.9488
cell_4424,G1,218.5493333
cell_4426,G1,100.2842667
cell_4427,G1,289.7648
cell_4431,G1,187.3264
cell_4433,G2,942.2906667
cell_4434,S,562.1381333
cell_4435,G1,915.1856
cell_4438,G2,921.1818667
cell_4442,G2,1081.572267
cell_4443,S,611.3333333
cell_4448,G1,1004.36
cell_4449,G1,1017.954133
cell_4452,G1,179.7626667
cell_4454,S,671.472
cell_4455,S,571.5274667
cell_4456,S,746.4677333
cell_4457,G1,109.9685333
cell_4458,S,462.5226667
cell_4460,G2,908.0592
cell_4462,G1,266.3957333
cell_4464,G1,131.0101333
cell_4466,G2,928.1189333
cell_4469,S,675.4074667
cell_4483,G2,1124.421867
cell_4487,S,794.7018667
cell_4488,G2,959.3402667
cell_4491,G2,943.6037333
cell_4497,G2,1010.224533
cell_4501,G2,984.3925333
cell_4503,G1,166.8074667
cell_4504,G2,1025.715733
cell_4506,S,389.9109333
cell_4507,S,587.1690667
cell_4514,G2,1090.729067
cell_4516,G1,1148.384
cell_4518,G1,203.7056
cell_4520,G2,1007.6768
cell_4522,G2,900.4133333
cell_4525,S,555.4890667
cell_4526,G1,95.88586667
cell_4527,S,676.1978667
cell_4528,S,549.04
cell_4529,G2,944.7557333
cell_4533,S,659.9445333
cell_4536,G1,166.896
cell_4537,G1,125.9952
cell_4539,G1,168.8725333
cell_4541,G1,267.0666667
cell_4547,G2,764.6064
cell_4548,S,698.4645333
cell_4549,G1,176.3178667
cell_4552,G2,1087.045867
cell_4553,G1,199.4144
cell_4554,G1,171.584
cell_4555,S,768.7317333
cell_4556,S,387.0874667
cell_4558,G1,162.2757333
cell_4562,S,637.9861333
cell_4564,S,421.376
cell_4569,G1,189.1066667
cell_4571,G1,64.20266667
cell_4578,G1,166.6864
cell_4579,S,436.2453333
cell_4580,G1,173.2501333
cell_4583,S,383.96
cell_4585,G1,153.7648
cell_4586,G2,860.8810667
cell_4592,G2,903.3434667
cell_4596,G1,157.6704
cell_4598,G1,121.9141333
cell_4599,S,335.1093333
cell_4601,G1,209.6730667
cell_4602,G1,167.9365333
cell_4604,S,415.2426667
cell_4605,G1,87.8672
cell_4606,G2,935.9626667
cell_4609,G1,203.7146667
cell_4612,G2,1014.924267
cell_4613,S,774.6901333
cell_4614,S,616.9034667
cell_4616,G1,984.2810667
cell_4618,G1,301.6282667
cell_4619,G2,887.7418667
cell_4620,G1,144.8218667
cell_4622,G2,931.56
cell_4626,G1,124.9856
cell_4627,S,469.7050667
cell_4629,G2,1023.6944
cell_4631,G2,995.0192
cell_4637,G1,377.8762667
cell_4642,S,559.496
cell_4645,G1,194.7221333
cell_4646,G1,249.2645333
cell_4648,G1,132.6218667
cell_4649,G2,988.7066667
cell_4651,G2,1039.421333
cell_4652,G2,1006.907733
cell_4655,G1,246.0165333
cell_4657,G1,102.3168
cell_4658,S,350.7722667
cell_4662,G1,147.2064
cell_4663,G1,164.0586667
cell_4666,G1,214.9754667
cell_4667,G1,103.2405333
cell_4668,G1,201.1669333
cell_4670,G1,48.5584
cell_4672,G1,114.9141333
cell_4675,G1,97.31733333
cell_4678,G1,291.6277333
cell_4679,G1,1169.618133
cell_4680,G1,85.49333333
cell_4681,S,323.1157333
cell_4682,G1,300.4288
cell_4685,S,476.4117333
cell_4687,S,553.8613333
cell_4688,S,380.0202667
cell_4691,G1,207.5717333
cell_4692,S,440.6224
cell_4693,G1,114.0581333
cell_4700,G1,604.1482667
cell_4704,S,390.1498667
cell_4705,G1,82.45653333
cell_4706,S,686.8330667
cell_4708,G1,30.9408
cell_4709,G2,891.3573333
cell_4711,G1,660.6064
cell_4715,G1,420.8842667
cell_4716,S,582.7936
cell_4717,S,329.2490667
cell_4719,G1,180.8805333
cell_4721,G1,230.2533333
cell_4724,G1,109.2362667
cell_4730,G1,1056.977067
cell_4732,S,453.0101333
cell_4734,G1,140.8288
cell_4735,G1,87.45386667
cell_4739,G2,1058.128533
cell_4740,G2,972.1376
cell_4743,G1,326.2837333
cell_4746,S,636.0757333
cell_4748,G2,887.8309333
cell_4749,G1,183.8757333
cell_4751,G1,213.9130667
cell_4752,G1,84.41066667
cell_4755,G1,826.2218667
cell_4759,G1,573.1578667
cell_4761,G1,287.1296
cell_4763,G2,836.6277333
cell_4766,G1,23.7424
cell_4767,G1,334.0533333
cell_4771,G1,144.0944
cell_4772,G1,180.4272
cell_4774,G2,872.0581333
cell_4775,G1,226.4464
cell_4777,G1,19.62133333
cell_4778,G2,978.9957333
cell_4783,G1,64.4064
cell_4784,S,620.2837333
cell_4786,G1,194.8762667
cell_4787,G1,826.944
cell_4791,S,371.9845333
cell_4792,G1,214.4816
cell_4794,G1,189.2181333
cell_4801,G1,169.6714667
cell_4804,G1,62.0976
cell_4805,G2,1035.614933
cell_4811,S,459.1664
cell_4812,G1,13.60746667
cell_4814,G1,801.0405333
cell_4815,S,718.6901333
cell_4816,G1,67.89493333
cell_4818,G1,36.32746667
cell_4819,G2,947.6842667
cell_4821,G1,51.544
cell_4823,S,536.0256
cell_4825,G1,242.6197333
cell_4826,S,686.1525333
cell_4828,G1,350.3989333
cell_4831,G2,932.712
cell_4833,G1,388.7701333
cell_4834,G1,141.5728
cell_4836,G1,156.9226667
cell_4840,G1,161.7669333
cell_4842,G1,168.9594667
cell_4844,G1,185.0576
cell_4845,S,420.4538667
cell_4848,G2,1063.2272
cell_4851,S,525.1498667
cell_4852,G1,150.5466667
cell_4855,G1,53.56266667
cell_4856,G1,63.37226667
cell_4857,G1,83.43093333
cell_4859,S,576.8309333
cell_4860,G1,134.0554667
cell_4863,G2,944.0096
cell_4864,G1,34.71413333
cell_4867,G2,982.3050667
cell_4869,G1,218.0346667
cell_4871,S,381.3066667
cell_4875,G1,257.2256
cell_4876,G2,937.3328
cell_4878,G1,177.3792
cell_4879,G1,436.3669333
cell_4880,S,572.5536
cell_4889,G1,875.7413333
cell_4894,S,391.6346667
cell_4896,G1,178.6709333
cell_4898,G1,113.6544
cell_4901,G2,868.0698667
cell_4902,G1,167.4448
cell_4904,G2,870.7146667
cell_4906,G2,1062.174933
cell_4908,G1,38.07306667
cell_4909,G1,261.7984
cell_4912,G1,229.7802667
cell_4913,S,509.7754667
cell_4915,S,656.56
cell_4916,G1,181.7925333
cell_4917,G1,157.3301333
cell_4919,G1,288.6544
cell_4922,G1,100.9802667
cell_4932,G1,143.9584
cell_4934,G1,113.3898667
cell_4936,S,408.0970667
cell_4939,G1,60.62133333
cell_4940,S,439.7461333
cell_4942,S,360.1082667
cell_4945,G2,832.0976
cell_4947,G1,169.8250667
cell_4949,G1,751.5328
cell_4950,S,346.0597333
cell_4951,G1,183.0554667
cell_4953,G2,829.4922667
cell_4955,S,402.3264
cell_4957,G1,45.9168
cell_4959,G2,982.3930667
cell_4962,G1,113.7488
cell_4963,G2,1029.162667
cell_4971,G1,108.632
cell_4972,G1,216.2464
cell_4975,G1,103.9589333
cell_4977,S,429.4378667
cell_4981,G1,27.2816
cell_4986,S,921.4597333
cell_4988,S,457.568
cell_4990,G1,155.4469333
cell_4991,G1,249.8533333
cell_4993,S,668.3045333
cell_4997,G1,44.02133333
cell_4999,G1,49.7616
cell_5000,G1,217.7872
cell_5001,G2,897.824
cell_5002,S,465.9872
cell_5004,G1,156.416
cell_5005,G2,1044.470933
cell_5006,G1,95.78026667
cell_5014,G1,164.4405333
cell_5015,G1,98.82133333
cell_5017,G1,218.4490667
cell_5018,G1,170.8090667
cell_5019,G2,1081.7552
cell_5020,G2,973.1376
cell_5023,G1,223.4666667
cell_5024,S,684.6896
cell_5026,G1,191.688
cell_5027,G1,432.4368
cell_5029,G1,178.6549333
cell_5030,S,400.2416
cell_5033,G1,10.02026667
cell_5036,S,647.264
cell_5039,S,397.7146667
cell_5041,S,645.6821333
cell_5042,S,573.2688
cell_5047,G1,167.9861333
cell_5050,G1,703.7664
cell_5052,G2,915.1568
cell_5053,G1,25.78293333
cell_5055,S,380.6730667
cell_5058,G1,10.46826667
cell_5060,G1,114.5210667
cell_5061,G1,274.8933333
cell_5063,G1,197.8341333
cell_5064,G1,412.2410667
cell_5066,G1,190.7845333
cell_5069,G1,96.20906667
cell_5070,G1,184.4245333
cell_5074,S,704.3968
cell_5077,S,704.4832
cell_5078,G1,495.6352
cell_5079,G1,90.24
cell_5080,G1,338.2768
cell_5082,G1,277.9029333
cell_5083,G1,820.5712
cell_5088,G1,124.8965333
cell_5090,S,943.3088
cell_5092,G2,929.8208
cell_5093,G1,175.3504
cell_5094,S,560.664
cell_5096,G1,148.1258667
cell_5099,G2,1080.932267
cell_5101,G1,113.2704
cell_5104,G1,181.8485333
cell_5108,G1,181.9376
cell_5112,G1,207.9216
cell_5113,G1,905.6906667
cell_5121,G2,914.1776
cell_5122,S,705.2992
cell_5126,G1,1104.261867
cell_5129,G2,1081.270933
cell_5133,G2,887.4058667
cell_5134,S,552.5205333
cell_5138,S,482.5989333
cell_5139,G2,882.792
cell_5141,G1,132.6757333
cell_5146,G1,180.3813333
cell_5147,S,622.2736
cell_5148,S,376.1536
cell_5155,G1,676.9866667
cell_5156,S,623.6789333
cell_5157,G2,872.2272
cell_5162,G1,237.8032
cell_5164,G1,227.3338667
cell_5168,G2,907.512
cell_5170,G1,332.5818667
cell_5171,S,597.4288
cell_5173,G1,172.9962667
cell_5174,G1,119.3141333
cell_5179,S,484.1994667
cell_5180,G1,324.2282667
cell_5183,G1,174.6170667
cell_5185,G1,65.59626667
cell_5186,G1,64.74986667
cell_5187,G1,914.0997333
cell_5188,S,421.6634667
cell_5190,G1,209.928
cell_5193,G1,193.4336
cell_5200,S,370.6949333
cell_5202,G1,191.5184
cell_5206,G1,176.3786667
cell_5207,G1,279.7018667
cell_5208,S,748.4
cell_5211,S,395.0528
cell_5213,S,651.5189333
cell_5214,G1,151.8592
cell_5215,S,648.272
cell_5217,G1,253.7344
cell_5221,G1,126.3733333
cell_5222,G1,161.1168
cell_5224,G1,127.0453333
cell_5225,G1,400.4906667
cell_5230,S,521.5792
cell_5231,G2,846.4954667
cell_5233,S,441.168
cell_5235,G1,140.3738667
cell_5237,S,481.9242667
cell_5239,S,723.2304
cell_5240,S,678.9450667
cell_5242,S,572.2810667
cell_5246,G1,289.5552
cell_5248,G1,1020.6272
cell_5250,G1,176.72
cell_5257,G1,348.8821333
cell_5261,G1,199.3296
cell_5263,G2,780.0234667
cell_5269,G1,142.5114667
cell_5273,S,667.2010667
cell_5275,G1,51.18613333
cell_5278,G1,74.0336
cell_5279,G2,922.9642667
cell_5281,G1,834.8757333
cell_5284,G1,135.6858667
cell_5289,S,722.2266667
cell_5293,G1,125.2144
cell_5294,S,699.7056
cell_5295,G1,201.248
cell_5297,S,544.2378667
cell_5300,G1,19.17813333
cell_5301,G1,30.99093333
cell_5302,G2,832.1237333
cell_5303,S,554.6965333
cell_5305,G2,837.0805333
cell_5306,S,741.5008
cell_5309,S,360.6896
cell_5310,S,571.6357333
cell_5313,G1,186.3653333
cell_5315,S,848.7488
cell_5318,G1,12.61013333
cell_5321,G1,18.61333333
cell_5324,G1,177.3754667
cell_5328,G1,142.1701333
cell_5330,S,512.3242667
cell_5331,G1,79.41546667
cell_5332,G1,189.1189333
cell_5333,G1,56.06186667
cell_5336,G1,22.94133333
cell_5339,G1,209.0645333
cell_5343,G1,66.30453333
cell_5344,G1,239.8288
cell_5345,G1,233.0112
cell_5347,G2,900.3850667
cell_5349,G1,283.5466667
cell_5352,G2,975.6773333
cell_5354,G1,173.0954667
cell_5355,G1,270.5018667
cell_5357,S,432.4138667
cell_5361,G1,199.5456
cell_5362,G1,882.8896
cell_5363,G1,312.6314667
cell_5364,S,419.1450667
cell_5366,G1,53.10186667
cell_5370,G1,150.8266667
cell_5371,S,708.7797333
cell_5372,G1,31.28533333
cell_5373,G2,992.7829333
cell_5377,S,553.1525333
cell_5378,G1,170.5893333
cell_5382,S,564.2314667
cell_5386,S,734.6890667
cell_5387,S,775.2997333
cell_5391,G1,104.3386667
cell_5392,S,592.5424
cell_5395,S,342.8602667
cell_5396,S,597.2677333
cell_5403,G2,893.3573333
cell_5404,S,348.4661333
cell_5405,G1,170.6176
cell_5406,G1,221.7834667
cell_5407,G1,217.0474667
cell_5408,G1,153.0762667
cell_5410,G1,198.8661333
cell_5412,S,552.3733333
cell_5416,G1,241.1413333
cell_5419,S,380.5525333
cell_5420,G1,180.2192
cell_5422,G1,257.4389333
cell_5423,S,351.7557333
cell_5425,S,425.5690667
cell_5426,S,697.6986667
cell_5427,G1,389.6906667
cell_5433,G1,72.2816
cell_5439,G1,505.1008
cell_5440,G1,187.4709333
cell_5442,G2,825.1109333
cell_5443,S,345.3461333
cell_5447,G1,103.0037333
cell_5451,S,522.3968
cell_5452,G1,250.4053333
cell_5453,S,575.1904
cell_5454,S,353.6906667
cell_5461,G1,58.95626667
cell_5463,S,625.024
cell_5464,S,362.1728
cell_5465,G2,848.9093333
cell_5468,G2,991.7114667
cell_5472,G2,1098.045867
cell_5474,G1,32.1008
cell_5477,G1,219.08
cell_5483,G1,174.6949333
cell_5484,G1,163.6826667
cell_5486,G2,888.0885333
cell_5489,G1,126.6517333
cell_5493,G1,257.7141333
cell_5495,G1,172.0261333
cell_5498,S,386.3008
cell_5500,G1,183.3461333
cell_5502,S,364.4128
cell_5504,S,639.8890667
cell_5506,G1,256.1493333
cell_5511,G1,137.8421333
cell_5512,G1,323.9456
cell_5513,G1,214.6405333
cell_5514,G1,128.1530667
cell_5515,G1,240.0970667
cell_5516,G1,341.2666667
cell_5517,S,560.2672
cell_5519,G1,30.71733333
cell_5520,S,499.8250667
cell_5521,G1,257.3306667
cell_5522,S,698.8890667
cell_5526,S,379.7141333
cell_5529,S,700.0378667
cell_5530,G1,22.3568
cell_5546,G1,115.3637333
cell_5552,G1,13.2336
cell_5554,G2,944.5034667
cell_5556,S,420.0741333
cell_5559,S,466.8464
cell_5561,G1,57.248
cell_5564,S,344.6437333
cell_5565,G1,193.3397333
cell_5569,G1,424.8181333
cell_5571,S,329.5504
cell_5573,G1,980.9541333
cell_5575,S,458.5061333
cell_5577,G1,197.3008
cell_5580,G1,189.496
cell_5581,G2,1042.817067
cell_5582,G1,238.744
cell_5586,G1,44.5344
cell_5587,S,967.3114667
cell_5588,G1,268.6816
cell_5591,G1,870.9386667
cell_5595,S,798.2965333
cell_5597,G1,727.2570667
cell_5598,S,409.4832
cell_5600,G1,147.1706667
cell_5613,G1,999.3882667
cell_5614,G1,40.85226667
cell_5619,S,443.208
cell_5620,S,532.6970667
cell_5622,G2,921.1381333
cell_5623,S,547.5013333
cell_5632,G1,248.5232
cell_5634,S,536.0490667
cell_5636,S,470.3941333
cell_5637,G1,240.7530667
cell_5640,S,464.5605333
cell_5641,G2,844.1056
cell_5644,G1,9.396266667
cell_5647,G1,251.3344
cell_5648,G1,155.9861333
cell_5651,G1,169.4672
cell_5652,G1,184.8176
cell_5659,G2,1007.912533
cell_5662,G1,159.9669333
cell_5665,G1,25.12853333
cell_5667,G1,41.46453333
cell_5668,G1,953.1274667
cell_5670,G2,918.1552
cell_5673,S,370.4304
cell_5676,G1,178.1429333
cell_5680,S,396.9829333
cell_5682,S,703.3482667
cell_5683,G1,17.0336
cell_5686,S,651.7461333
cell_5687,G1,20.12053333
cell_5689,G1,59.58613333
cell_5695,S,580.2064
cell_5697,G1,228.0944
cell_5698,S,399.064
cell_5699,S,495.1605333
cell_5700,G1,23.048
cell_5702,S,517.4789333
cell_5703,G1,61.0688
cell_5704,G1,150.2885333
cell_5705,G1,42.54186667
cell_5709,S,399.6522667
cell_5710,G1,202.7034667
cell_5714,S,401.1338667
cell_5715,G1,62.19893333
cell_5717,G1,213.56
cell_5718,G1,119.1973333
cell_5726,G1,40.984
cell_5732,G1,59.95893333
cell_5733,G1,129.1738667
cell_5734,S,355.5333333
cell_5735,G1,103.0042667
cell_5736,G1,136.4421333
cell_5741,S,390.0837333
cell_5745,G1,95.91146667
cell_5748,G1,232.832
cell_5751,G2,909.0058667
cell_5759,G2,886.7045333
cell_5761,G1,421.6437333
cell_5762,S,374.1605333
cell_5764,S,395.3498667
cell_5765,G1,195.3754667
cell_5766,G1,98.45866667
cell_5769,G1,173.8138667
cell_5774,S,699.4512
cell_5775,G1,193.2032
cell_5777,G1,110.8858667
cell_5779,G1,138.6325333
cell_5782,G1,352.3594667
cell_5783,G1,204.5637333
cell_5787,S,444.4922667
cell_5790,S,403.6122667
cell_5791,G1,184.4176
cell_5796,S,441.1738667
cell_5798,G1,145.1637333
cell_5799,S,454.4704
cell_5801,S,525.5328
cell_5807,G1,298.2725333
cell_5814,G1,158.1973333
cell_5819,G2,999.9909333
cell_5820,G1,209.2378667
cell_5822,G1,250.1141333
cell_5826,G2,916.9744
cell_5831,G2,1094.668267
cell_5834,G1,55.4096
cell_5835,G1,653.1376
cell_5836,G1,285.0725333
cell_5838,G1,141.8858667
cell_5841,G1,162.6741333
cell_5844,S,813.1194667
cell_5848,S,400.9834667
cell_5855,S,450.8234667
cell_5859,G1,103.7781333
cell_5860,G1,8.3344
cell_5862,S,347.8005333
cell_5866,S,450.624
cell_5867,G1,989.8592
cell_5870,G1,99.99786667
cell_5873,G1,44.7024
cell_5874,G2,1077.683733
cell_5875,G1,71.392
cell_5876,G2,902.2816
cell_5877,G2,857.2768
cell_5879,S,523.6741333
cell_5880,S,370.3194667
cell_5885,G2,929.3082667
cell_5886,G2,1059.896
cell_5889,S,426.3397333
cell_5890,S,388.5994667
cell_5894,G1,118.0970667
cell_5895,G1,82.1296
cell_5896,G2,957.5024
cell_5898,S,503.6656
cell_5900,G1,90.37706667
cell_5902,S,529.9621333
cell_5904,G1,237.3946667
cell_5907,S,338.5472
cell_5909,G2,1019.570667
cell_5911,G1,219.5829333
cell_5912,G2,890.3994667
cell_5916,G2,948.7845333
cell_5920,G1,98.208
cell_5921,G1,249.9184
cell_5922,G1,277.4853333
cell_5923,G1,80.48853333
cell_5927,S,460.5093333
cell_5929,S,421.0106667
cell_5930,G1,166.8592
cell_5932,G1,255.376
cell_5933,S,551.0202667
cell_5936,G1,135.2010667
cell_5937,S,681.3866667
cell_5938,G1,200.3872
cell_5941,G2,954.792
cell_5942,G1,176.0954667
cell_5948,G1,270.8506667
cell_5950,G2,934.8362667
cell_5952,G1,272.6778667
cell_5955,G1,276.6704
cell_5961,G1,419.2106667
cell_5966,G1,69.48853333
cell_5969,G1,250.2309333
cell_5972,G1,110.1904
cell_5976,G1,725.2069333
cell_5977,G1,245.5936
cell_5982,G2,847.9093333
cell_5983,G1,141.9461333
cell_5984,G1,142.3445333
cell_5985,G1,93.93013333
cell_5986,G2,862.9349333
cell_5989,S,459.144
cell_5991,G1,242.5168
cell_5992,S,369.0986667
cell_5994,G2,978.9189333
cell_5995,G2,985.0378667
cell_5996,S,450.9722667
cell_5997,G2,1081.1824
cell_6004,S,975.1413333
cell_6005,G1,214.4064
cell_6007,G1,51.2432
cell_6013,G1,141.3189333
cell_6015,G1,144.0149333
cell_6016,G2,916.8096
cell_6018,S,703.7088
cell_6020,G1,146.3722667
cell_6021,S,668.1253333
cell_6022,G1,302.1392
cell_6024,G2,957.5168
cell_6028,G1,112.7141333
cell_6029,G1,141.6026667
cell_6033,G1,767.6357333
cell_6034,G2,962.7306667
cell_6035,S,619.8933333
cell_6039,G1,165.0666667
cell_6041,G2,886.3349333
cell_6042,G1,246.6618667
cell_6046,G1,261.8752
cell_6047,G1,355.4858667
cell_6048,G2,946.9605333
cell_6051,G1,5.984533333
cell_6054,G1,167.3845333
cell_6055,G1,144.5376
cell_6056,G1,742.9162667
cell_6059,G1,921.6458667
cell_6061,S,388.7674667
cell_6066,S,602.4757333
cell_6068,G1,108.704
cell_6073,G1,41.25706667
cell_6074,G1,6.036266667
cell_6075,G1,129.1221333
cell_6077,G1,322.3488
cell_6079,S,616.064
cell_6083,S,410.4986667
cell_6089,S,456.5056
cell_6090,S,433.384
cell_6091,G1,8.9568
cell_6092,G2,1018.222933
cell_6098,G1,185.1861333
cell_6102,S,387.56
cell_6103,S,733.464
cell_6104,G1,976.4794667
cell_6106,S,582.8154667
cell_6107,S,627.552
cell_6108,G1,289.5530667
cell_6110,G1,25.73973333
cell_6111,S,877.3018667
cell_6113,G1,261.2746667
cell_6114,G1,118.9642667
cell_6116,G1,28.3248
cell_6117,G1,151.2357333
cell_6123,G1,129.1322667
cell_6125,G1,150.5114667
cell_6128,G1,149.6634667
cell_6129,S,647.3632
cell_6130,G1,352.6208
cell_6133,G1,352.7050667
cell_6135,G1,911.3562667
cell_6137,G1,282.7445333
cell_6138,G2,962.7008
cell_6143,S,510.4976
cell_6145,G1,240.1530667
cell_6146,S,509.5829333
cell_6147,G2,934.8810667
cell_6149,G1,282.2341333
cell_6150,G1,265.0101333
cell_6153,G1,179.7914667
cell_6155,G1,330.4213333
cell_6157,G1,55.73333333
cell_6158,G1,220.0576
cell_6159,G1,123.2741333
cell_6160,G1,68.62293333
cell_6163,S,671.1376
cell_6164,G1,219.6485333
cell_6166,G1,280.0629333
cell_6167,G1,110.552
cell_6171,G2,1141.5472
cell_6172,G1,33.05386667
cell_6175,G1,46.4496
cell_6179,S,540.1829333
cell_6184,S,511.9738667
cell_6186,G1,191.5306667
cell_6188,S,552.5669333
cell_6191,S,601.4208
cell_6193,G1,259.6464
cell_6194,S,566.9098667
cell_6196,G1,209.528
cell_6197,G1,146.5989333
cell_6198,S,719.6373333
cell_6201,G1,197.0298667
cell_6204,G1,170.4981333
cell_6205,G2,941.5674667
cell_6208,G1,158.9408
cell_6209,S,522.7178667
cell_6211,S,440.3850667
cell_6212,S,366.2773333
cell_6213,G2,961.1653333
cell_6214,S,435.9296
cell_6221,S,698.2298667
cell_6225,G1,127.2981333
cell_6226,S,618.8282667
cell_6227,S,527.2378667
cell_6229,S,641.2464
cell_6231,G1,140.7050667
cell_6234,G1,247.4730667
cell_6235,G1,331.1461333
cell_6236,G1,74.8384
cell_6239,G1,287.648
cell_6240,G1,231.5877333
cell_6241,S,461.6330667
cell_6242,G1,111.8394667
cell_6244,G1,215.9306667
cell_6245,S,399.96
cell_6248,G2,1061.830933
cell_6256,S,367.7072
cell_6257,S,362.0122667
cell_6259,G2,994.9962667
cell_6261,G2,949.3578667
cell_6265,G1,149.9648
cell_6268,G1,35.22613333
cell_6270,G1,878.3562667
cell_6271,G1,225.68
cell_6272,G1,220.0698667
cell_6274,S,412.0272
cell_6275,S,563.5994667
cell_6278,S,362.9989333
cell_6282,G1,215.6165333
cell_6283,S,486.2106667
cell_6285,G1,390.3050667
cell_6288,G1,251.2837333
cell_6289,S,619.9994667
cell_6290,G1,224.216
cell_6294,G1,136.4058667
cell_6295,S,369.616
cell_6298,G1,636.224
cell_6299,S,580.0394667
cell_6300,S,454.36
cell_6302,G2,961.0981333
cell_6304,G1,147.4485333
cell_6307,S,547.9536
cell_6310,G1,249.4458667
cell_6311,G2,792.7349333
cell_6313,G1,233.1434667
cell_6315,S,388.0922667
cell_6317,G2,890.0101333
cell_6318,G1,126.2773333
cell_6319,S,832.376
cell_6324,G2,862.9008
cell_6327,G1,176.3648
cell_6330,S,444.8890667
cell_6335,G1,22.1552
cell_6339,G1,216.96
cell_6340,G1,117.5333333
cell_6343,G1,194.7125333
cell_6344,G2,950.9829333
cell_6345,G2,844.3973333
cell_6347,G1,1113.843733
cell_6349,G1,203.5413333
cell_6350,G1,181.0229333
cell_6351,G1,284.2256
cell_6353,G2,956.5088
cell_6357,G1,161.0976
cell_6363,G1,155.272
cell_6368,G1,195.64
cell_6370,G1,24.83786667
cell_6373,S,598.0218667
cell_6379,G1,179.0746667
cell_6380,S,674.0656
cell_6381,G1,79.1584
cell_6382,G1,149.6704
cell_6386,G1,190.8288
cell_6387,G1,190.6005333
cell_6390,G1,794.5594667
cell_6394,G1,246.6213333
cell_6402,G2,874.16
cell_6403,G1,145.5722667
cell_6408,S,464.4213333
cell_6413,G1,72.224
cell_6414,G1,280.3461333
cell_6415,S,507.8010667
cell_6417,S,506.3157333
cell_6420,G1,291.7210667
cell_6421,S,653.1610667
cell_6423,G1,422.3685333
cell_6424,G1,163.0485333
cell_6427,G1,179.9893333
cell_6430,G1,79.56
cell_6432,G1,209.5930667
cell_6433,S,776.1210667
cell_6438,G1,209.232
cell_6443,G2,889.7968
cell_6450,S,390.5968
cell_6451,G1,246.0352
cell_6452,S,675.5141333
cell_6453,S,644.9648
cell_6455,S,415.1104
cell_6459,G2,849.1989333
cell_6461,G1,72.00213333
cell_6462,S,390.3328
cell_6464,S,762.4421333
cell_6465,S,396.5066667
cell_6468,S,360.3386667
cell_6469,S,391.592
cell_6474,S,576.4570667
cell_6476,S,534.7962667
cell_6481,G1,697.6912
cell_6482,S,343.7696
cell_6487,S,546.424
cell_6489,G1,183.1877333
cell_6491,S,421.7653333
cell_6495,G1,304.5002667
cell_6500,S,476.9696
cell_6502,G1,94.85653333
cell_6506,S,548.3173333
cell_6509,S,576.6336
cell_6513,G2,891.3408
cell_6518,G1,242.3728
cell_6522,G1,254.3882667
cell_6523,G1,51.74506667
cell_6524,G1,306.8213333
cell_6527,S,414.7141333
cell_6528,G1,21.904
cell_6533,G1,83.07733333
cell_6534,G1,248.8357333
cell_6535,G1,26.85866667
cell_6538,G1,181.9834667
cell_6539,S,429.6016
cell_6540,S,395.1450667
cell_6542,G1,342.1146667
cell_6543,G1,201.4314667
cell_6551,G1,932.3002667
cell_6552,G1,32.09546667
cell_6553,G1,263.7936
cell_6554,G2,866.5285333
cell_6555,G1,195.0005333
cell_6559,G1,182.7632
cell_6562,G1,30.02613333
cell_6563,G1,289.2874667
cell_6568,S,489.3994667
cell_6571,S,429.4122667
cell_6572,G1,103.0517333
cell_6576,G1,193.1232
cell_6578,G1,300.1813333
cell_6579,G1,177.024
cell_6581,G1,900.2650667
cell_6588,G1,120.5738667
cell_6590,G1,122.4570667
cell_6591,S,525.592
cell_6592,G1,933.1029333
cell_6595,G1,144.2528
cell_6598,G1,107.4970667
cell_6599,G1,121.8533333
cell_6600,S,723.264
cell_6601,G1,206.896
cell_6603,S,646.6549333
cell_6607,G1,28.27733333
cell_6608,G1,297.4608
cell_6611,G1,153.4453333
cell_6618,G1,230.8618667
cell_6624,G1,31.8944
cell_6625,G1,121.7925333
cell_6628,G1,135.7013333
cell_6629,G1,961.528
cell_6630,G1,7.006933333
cell_6632,G1,263.5472
cell_6634,G1,1090.157333
cell_6635,G1,35.07306667
cell_6638,S,678.2810667
cell_6644,G2,929.0245333
cell_6645,G1,219.6752
cell_6647,G1,141.52
cell_6648,S,766.1376
cell_6650,G1,868.7648
cell_6651,G1,117.1162667
cell_6652,G1,15.8528
cell_6653,S,494.0922667
cell_6654,G1,85.51253333
cell_6657,G1,882.2096
cell_6658,G1,252.7664
cell_6659,S,483.3824
cell_6660,G1,74.49813333
cell_6661,S,518.9136
cell_6663,G1,481.1738667
cell_6664,G1,8.586133333
cell_6668,S,480.9317333
cell_6669,G1,1001.866133
cell_6672,S,439.7637333
cell_6673,G1,138.7002667
cell_6675,G1,220.8784
cell_6677,G1,165.6512
cell_6678,G1,268.4261333
cell_6682,G1,73.71626667
cell_6683,S,574.0522667
cell_6686,S,472.7296
cell_6687,G1,315.6165333
cell_6692,S,458.0288
cell_6693,G2,1021.248533
cell_6700,G2,957.9888
cell_6701,G1,83.70186667
cell_6702,G2,999.0309333
cell_6705,S,345.6901333
cell_6706,G1,300.8128
cell_6708,G1,164.1536
cell_6709,G1,300.0314667
cell_6712,G1,274.16
cell_6713,G1,96.64106667
